"age"	"group"	"cause"	"prop"
26	"M"	"Infection"	0.0202
26	"M"	"Neoplasms"	0.0477
26	"M"	"Diseases of the blood and blood-forming organs"	0.0047
26	"M"	"Endocrine"	0.0178
26	"M"	"Mental and behavioural disorders"	0.0106
26	"M"	"Nervous Disorders"	0.0198
26	"M"	"circulatory"	0.0584
26	"M"	"respiratory"	0.0166
26	"M"	"Digestive"	0.0126
26	"M"	"Musculoskeletal Disorders"	0.0024
26	"M"	"Genitourinary"	0.0032
26	"M"	"perinatal period"	0.0002
26	"M"	"Congenital malformations"	0.0084
26	"M"	"morbidity"	0.7545
27	"F"	"Infection"	0.0347
27	"F"	"Neoplasms"	0.1133
27	"F"	"Diseases of the blood and blood-forming organs"	0.0093
27	"F"	"Endocrine"	0.0392
27	"F"	"Mental and behavioural disorders"	0.0152
27	"F"	"Nervous Disorders"	0.0324
27	"F"	"circulatory"	0.0889
27	"F"	"respiratory"	0.0338
27	"F"	"Digestive"	0.0245
27	"F"	"Musculoskeletal Disorders"	0.0142
27	"F"	"Genitourinary"	0.0121
27	"F"	"perinatal period"	0.0002
27	"F"	"Congenital malformations"	0.0145
27	"F"	"morbidity"	0.5037
27	"M"	"Infection"	0.0224
27	"M"	"Neoplasms"	0.0539
27	"M"	"Diseases of the blood and blood-forming organs"	0.004
27	"M"	"Endocrine"	0.0196
27	"M"	"Mental and behavioural disorders"	0.0131
27	"M"	"Nervous Disorders"	0.0206
27	"M"	"circulatory"	0.0655
27	"M"	"respiratory"	0.0171
27	"M"	"Digestive"	0.0162
27	"M"	"Musculoskeletal Disorders"	0.0017
27	"M"	"Genitourinary"	0.0045
27	"M"	"perinatal period"	0.0002
27	"M"	"Congenital malformations"	0.0091
27	"M"	"morbidity"	0.7286
28	"F"	"Infection"	0.0389
28	"F"	"Neoplasms"	0.1201
28	"F"	"Diseases of the blood and blood-forming organs"	0.0085
28	"F"	"Endocrine"	0.039
28	"F"	"Mental and behavioural disorders"	0.0142
28	"F"	"Nervous Disorders"	0.0322
28	"F"	"circulatory"	0.0975
28	"F"	"respiratory"	0.0374
28	"F"	"Digestive"	0.0275
28	"F"	"Musculoskeletal Disorders"	0.0145
28	"F"	"Genitourinary"	0.0109
28	"F"	"perinatal period"	0.0001
28	"F"	"Congenital malformations"	0.0148
28	"F"	"morbidity"	0.487
28	"M"	"Infection"	0.0261
28	"M"	"Neoplasms"	0.0554
28	"M"	"Diseases of the blood and blood-forming organs"	0.0045
28	"M"	"Endocrine"	0.0225
28	"M"	"Mental and behavioural disorders"	0.0146
28	"M"	"Nervous Disorders"	0.022
28	"M"	"circulatory"	0.0744
28	"M"	"respiratory"	0.0181
28	"M"	"Digestive"	0.0163
28	"M"	"Musculoskeletal Disorders"	0.0021
28	"M"	"Genitourinary"	0.0046
28	"M"	"perinatal period"	0.0001
28	"M"	"Congenital malformations"	0.0076
28	"M"	"morbidity"	0.708
29	"F"	"Infection"	0.0402
29	"F"	"Neoplasms"	0.1253
29	"F"	"Diseases of the blood and blood-forming organs"	0.0091
29	"F"	"Endocrine"	0.0435
29	"F"	"Mental and behavioural disorders"	0.0176
29	"F"	"Nervous Disorders"	0.0333
29	"F"	"circulatory"	0.1006
29	"F"	"respiratory"	0.0337
29	"F"	"Digestive"	0.0291
29	"F"	"Musculoskeletal Disorders"	0.0166
29	"F"	"Genitourinary"	0.0118
29	"F"	"perinatal period"	0.0002
29	"F"	"Congenital malformations"	0.0138
29	"F"	"morbidity"	0.4639
29	"M"	"Infection"	0.0256
29	"M"	"Neoplasms"	0.0585
29	"M"	"Diseases of the blood and blood-forming organs"	0.0058
29	"M"	"Endocrine"	0.0241
29	"M"	"Mental and behavioural disorders"	0.0137
29	"M"	"Nervous Disorders"	0.0203
29	"M"	"circulatory"	0.082
29	"M"	"respiratory"	0.019
29	"M"	"Digestive"	0.0194
29	"M"	"Musculoskeletal Disorders"	0.0029
29	"M"	"Genitourinary"	0.005
29	"M"	"perinatal period"	0.0002
29	"M"	"Congenital malformations"	0.0081
29	"M"	"morbidity"	0.6924
30	"F"	"Infection"	0.0415
30	"F"	"Neoplasms"	0.1387
30	"F"	"Diseases of the blood and blood-forming organs"	0.012
30	"F"	"Endocrine"	0.043
30	"F"	"Mental and behavioural disorders"	0.0151
30	"F"	"Nervous Disorders"	0.0298
30	"F"	"circulatory"	0.1111
30	"F"	"respiratory"	0.035
30	"F"	"Digestive"	0.0311
30	"F"	"Musculoskeletal Disorders"	0.0145
30	"F"	"Genitourinary"	0.0135
30	"F"	"perinatal period"	0.0002
30	"F"	"Congenital malformations"	0.0134
30	"F"	"morbidity"	0.4426
30	"M"	"Infection"	0.0296
30	"M"	"Neoplasms"	0.0603
30	"M"	"Diseases of the blood and blood-forming organs"	0.0052
30	"M"	"Endocrine"	0.0246
30	"M"	"Mental and behavioural disorders"	0.0146
30	"M"	"Nervous Disorders"	0.0199
30	"M"	"circulatory"	0.0937
30	"M"	"respiratory"	0.0204
30	"M"	"Digestive"	0.0229
30	"M"	"Musculoskeletal Disorders"	0.0023
30	"M"	"Genitourinary"	0.0052
30	"M"	"perinatal period"	0.0001
30	"M"	"Congenital malformations"	0.007
30	"M"	"morbidity"	0.6693
31	"F"	"Infection"	0.0469
31	"F"	"Neoplasms"	0.1545
31	"F"	"Diseases of the blood and blood-forming organs"	0.0091
31	"F"	"Endocrine"	0.0423
31	"F"	"Mental and behavioural disorders"	0.0148
31	"F"	"Nervous Disorders"	0.0319
31	"F"	"circulatory"	0.1157
31	"F"	"respiratory"	0.0375
31	"F"	"Digestive"	0.0351
31	"F"	"Musculoskeletal Disorders"	0.0151
31	"F"	"Genitourinary"	0.0133
31	"F"	"perinatal period"	0
31	"F"	"Congenital malformations"	0.0116
31	"F"	"morbidity"	0.4159
31	"M"	"Infection"	0.0297
31	"M"	"Neoplasms"	0.0667
31	"M"	"Diseases of the blood and blood-forming organs"	0.0052
31	"M"	"Endocrine"	0.0263
31	"M"	"Mental and behavioural disorders"	0.0163
31	"M"	"Nervous Disorders"	0.0206
31	"M"	"circulatory"	0.1025
31	"M"	"respiratory"	0.0186
31	"M"	"Digestive"	0.0254
31	"M"	"Musculoskeletal Disorders"	0.0032
31	"M"	"Genitourinary"	0.0063
31	"M"	"perinatal period"	0.0001
31	"M"	"Congenital malformations"	0.0075
31	"M"	"morbidity"	0.6478
32	"F"	"Infection"	0.048
32	"F"	"Neoplasms"	0.1611
32	"F"	"Diseases of the blood and blood-forming organs"	0.0104
32	"F"	"Endocrine"	0.0451
32	"F"	"Mental and behavioural disorders"	0.0157
32	"F"	"Nervous Disorders"	0.033
32	"F"	"circulatory"	0.1234
32	"F"	"respiratory"	0.0356
32	"F"	"Digestive"	0.0356
32	"F"	"Musculoskeletal Disorders"	0.015
32	"F"	"Genitourinary"	0.0107
32	"F"	"perinatal period"	0.0001
32	"F"	"Congenital malformations"	0.011
32	"F"	"morbidity"	0.4011
32	"M"	"Infection"	0.0329
32	"M"	"Neoplasms"	0.0704
32	"M"	"Diseases of the blood and blood-forming organs"	0.0052
32	"M"	"Endocrine"	0.0287
32	"M"	"Mental and behavioural disorders"	0.0158
32	"M"	"Nervous Disorders"	0.0211
32	"M"	"circulatory"	0.1127
32	"M"	"respiratory"	0.0199
32	"M"	"Digestive"	0.0282
32	"M"	"Musculoskeletal Disorders"	0.0032
32	"M"	"Genitourinary"	0.0065
32	"M"	"perinatal period"	0
32	"M"	"Congenital malformations"	0.0081
32	"M"	"morbidity"	0.6237
33	"F"	"Infection"	0.0494
33	"F"	"Neoplasms"	0.1766
33	"F"	"Diseases of the blood and blood-forming organs"	0.0099
33	"F"	"Endocrine"	0.0408
33	"F"	"Mental and behavioural disorders"	0.0156
33	"F"	"Nervous Disorders"	0.0306
33	"F"	"circulatory"	0.1269
33	"F"	"respiratory"	0.0342
33	"F"	"Digestive"	0.0407
33	"F"	"Musculoskeletal Disorders"	0.0141
33	"F"	"Genitourinary"	0.0131
33	"F"	"perinatal period"	0.0001
33	"F"	"Congenital malformations"	0.0113
33	"F"	"morbidity"	0.3882
33	"M"	"Infection"	0.0371
33	"M"	"Neoplasms"	0.0734
33	"M"	"Diseases of the blood and blood-forming organs"	0.0054
33	"M"	"Endocrine"	0.0325
33	"M"	"Mental and behavioural disorders"	0.0167
33	"M"	"Nervous Disorders"	0.021
33	"M"	"circulatory"	0.1232
33	"M"	"respiratory"	0.0215
33	"M"	"Digestive"	0.0286
33	"M"	"Musculoskeletal Disorders"	0.0035
33	"M"	"Genitourinary"	0.0068
33	"M"	"perinatal period"	0.0001
33	"M"	"Congenital malformations"	0.008
33	"M"	"morbidity"	0.598
34	"F"	"Infection"	0.0507
34	"F"	"Neoplasms"	0.1874
34	"F"	"Diseases of the blood and blood-forming organs"	0.0093
34	"F"	"Endocrine"	0.0475
34	"F"	"Mental and behavioural disorders"	0.0151
34	"F"	"Nervous Disorders"	0.029
34	"F"	"circulatory"	0.1338
34	"F"	"respiratory"	0.0361
34	"F"	"Digestive"	0.0389
34	"F"	"Musculoskeletal Disorders"	0.0142
34	"F"	"Genitourinary"	0.0151
34	"F"	"perinatal period"	0.0001
34	"F"	"Congenital malformations"	0.0109
34	"F"	"morbidity"	0.3652
34	"M"	"Infection"	0.0412
34	"M"	"Neoplasms"	0.0799
34	"M"	"Diseases of the blood and blood-forming organs"	0.0059
34	"M"	"Endocrine"	0.033
34	"M"	"Mental and behavioural disorders"	0.0167
34	"M"	"Nervous Disorders"	0.0208
34	"M"	"circulatory"	0.1348
34	"M"	"respiratory"	0.0213
34	"M"	"Digestive"	0.0353
34	"M"	"Musculoskeletal Disorders"	0.0033
34	"M"	"Genitourinary"	0.0083
34	"M"	"perinatal period"	0
34	"M"	"Congenital malformations"	0.0069
34	"M"	"morbidity"	0.5699
35	"F"	"Infection"	0.0502
35	"F"	"Neoplasms"	0.198
35	"F"	"Diseases of the blood and blood-forming organs"	0.0097
35	"F"	"Endocrine"	0.0455
35	"F"	"Mental and behavioural disorders"	0.0165
35	"F"	"Nervous Disorders"	0.0274
35	"F"	"circulatory"	0.1396
35	"F"	"respiratory"	0.035
35	"F"	"Digestive"	0.0443
35	"F"	"Musculoskeletal Disorders"	0.0136
35	"F"	"Genitourinary"	0.0144
35	"F"	"perinatal period"	0.0001
35	"F"	"Congenital malformations"	0.0102
35	"F"	"morbidity"	0.3489
35	"M"	"Infection"	0.0438
35	"M"	"Neoplasms"	0.0845
35	"M"	"Diseases of the blood and blood-forming organs"	0.0055
35	"M"	"Endocrine"	0.0332
35	"M"	"Mental and behavioural disorders"	0.0173
35	"M"	"Nervous Disorders"	0.0218
35	"M"	"circulatory"	0.1463
35	"M"	"respiratory"	0.0202
35	"M"	"Digestive"	0.0382
35	"M"	"Musculoskeletal Disorders"	0.0033
35	"M"	"Genitourinary"	0.0081
35	"M"	"perinatal period"	0
35	"M"	"Congenital malformations"	0.0072
35	"M"	"morbidity"	0.5482
36	"F"	"Infection"	0.0509
36	"F"	"Neoplasms"	0.2154
36	"F"	"Diseases of the blood and blood-forming organs"	0.0096
36	"F"	"Endocrine"	0.0463
36	"F"	"Mental and behavioural disorders"	0.0151
36	"F"	"Nervous Disorders"	0.0299
36	"F"	"circulatory"	0.1412
36	"F"	"respiratory"	0.0354
36	"F"	"Digestive"	0.0445
36	"F"	"Musculoskeletal Disorders"	0.0138
36	"F"	"Genitourinary"	0.0147
36	"F"	"perinatal period"	0.0001
36	"F"	"Congenital malformations"	0.0093
36	"F"	"morbidity"	0.3311
36	"M"	"Infection"	0.0462
36	"M"	"Neoplasms"	0.0901
36	"M"	"Diseases of the blood and blood-forming organs"	0.006
36	"M"	"Endocrine"	0.0342
36	"M"	"Mental and behavioural disorders"	0.0181
36	"M"	"Nervous Disorders"	0.0207
36	"M"	"circulatory"	0.1593
36	"M"	"respiratory"	0.0234
36	"M"	"Digestive"	0.0408
36	"M"	"Musculoskeletal Disorders"	0.0033
36	"M"	"Genitourinary"	0.0087
36	"M"	"perinatal period"	0
36	"M"	"Congenital malformations"	0.0073
36	"M"	"morbidity"	0.5175
37	"F"	"Infection"	0.0544
37	"F"	"Neoplasms"	0.2247
37	"F"	"Diseases of the blood and blood-forming organs"	0.0098
37	"F"	"Endocrine"	0.0445
37	"F"	"Mental and behavioural disorders"	0.0156
37	"F"	"Nervous Disorders"	0.0308
37	"F"	"circulatory"	0.1471
37	"F"	"respiratory"	0.0359
37	"F"	"Digestive"	0.0468
37	"F"	"Musculoskeletal Disorders"	0.0127
37	"F"	"Genitourinary"	0.015
37	"F"	"perinatal period"	0
37	"F"	"Congenital malformations"	0.0081
37	"F"	"morbidity"	0.3126
37	"M"	"Infection"	0.0495
37	"M"	"Neoplasms"	0.0964
37	"M"	"Diseases of the blood and blood-forming organs"	0.0061
37	"M"	"Endocrine"	0.0382
37	"M"	"Mental and behavioural disorders"	0.0185
37	"M"	"Nervous Disorders"	0.0216
37	"M"	"circulatory"	0.1709
37	"M"	"respiratory"	0.0231
37	"M"	"Digestive"	0.0446
37	"M"	"Musculoskeletal Disorders"	0.0035
37	"M"	"Genitourinary"	0.0089
37	"M"	"perinatal period"	0.0001
37	"M"	"Congenital malformations"	0.0063
37	"M"	"morbidity"	0.4906
38	"F"	"Infection"	0.0527
38	"F"	"Neoplasms"	0.2297
38	"F"	"Diseases of the blood and blood-forming organs"	0.0088
38	"F"	"Endocrine"	0.0466
38	"F"	"Mental and behavioural disorders"	0.0158
38	"F"	"Nervous Disorders"	0.0284
38	"F"	"circulatory"	0.1593
38	"F"	"respiratory"	0.0384
38	"F"	"Digestive"	0.05
38	"F"	"Musculoskeletal Disorders"	0.0124
38	"F"	"Genitourinary"	0.0163
38	"F"	"perinatal period"	0
38	"F"	"Congenital malformations"	0.0079
38	"F"	"morbidity"	0.2959
38	"M"	"Infection"	0.0516
38	"M"	"Neoplasms"	0.1024
38	"M"	"Diseases of the blood and blood-forming organs"	0.0061
38	"M"	"Endocrine"	0.0387
38	"M"	"Mental and behavioural disorders"	0.0206
38	"M"	"Nervous Disorders"	0.0216
38	"M"	"circulatory"	0.1807
38	"M"	"respiratory"	0.0235
38	"M"	"Digestive"	0.0491
38	"M"	"Musculoskeletal Disorders"	0.0028
38	"M"	"Genitourinary"	0.01
38	"M"	"perinatal period"	0.0001
38	"M"	"Congenital malformations"	0.0063
38	"M"	"morbidity"	0.4656
39	"F"	"Infection"	0.0533
39	"F"	"Neoplasms"	0.243
39	"F"	"Diseases of the blood and blood-forming organs"	0.0094
39	"F"	"Endocrine"	0.044
39	"F"	"Mental and behavioural disorders"	0.017
39	"F"	"Nervous Disorders"	0.0312
39	"F"	"circulatory"	0.1598
39	"F"	"respiratory"	0.0385
39	"F"	"Digestive"	0.0522
39	"F"	"Musculoskeletal Disorders"	0.0122
39	"F"	"Genitourinary"	0.0143
39	"F"	"perinatal period"	0
39	"F"	"Congenital malformations"	0.0081
39	"F"	"morbidity"	0.283
39	"M"	"Infection"	0.0544
39	"M"	"Neoplasms"	0.1049
39	"M"	"Diseases of the blood and blood-forming organs"	0.006
39	"M"	"Endocrine"	0.0423
39	"M"	"Mental and behavioural disorders"	0.0212
39	"M"	"Nervous Disorders"	0.022
39	"M"	"circulatory"	0.1947
39	"M"	"respiratory"	0.024
39	"M"	"Digestive"	0.0511
39	"M"	"Musculoskeletal Disorders"	0.0034
39	"M"	"Genitourinary"	0.0104
39	"M"	"perinatal period"	0.0001
39	"M"	"Congenital malformations"	0.0054
39	"M"	"morbidity"	0.4388
40	"F"	"Infection"	0.0526
40	"F"	"Neoplasms"	0.2498
40	"F"	"Diseases of the blood and blood-forming organs"	0.0091
40	"F"	"Endocrine"	0.0447
40	"F"	"Mental and behavioural disorders"	0.0155
40	"F"	"Nervous Disorders"	0.0281
40	"F"	"circulatory"	0.1728
40	"F"	"respiratory"	0.0405
40	"F"	"Digestive"	0.0542
40	"F"	"Musculoskeletal Disorders"	0.0118
40	"F"	"Genitourinary"	0.0149
40	"F"	"perinatal period"	0.0001
40	"F"	"Congenital malformations"	0.0069
40	"F"	"morbidity"	0.2671
40	"M"	"Infection"	0.0569
40	"M"	"Neoplasms"	0.1125
40	"M"	"Diseases of the blood and blood-forming organs"	0.0053
40	"M"	"Endocrine"	0.0405
40	"M"	"Mental and behavioural disorders"	0.0226
40	"M"	"Nervous Disorders"	0.0221
40	"M"	"circulatory"	0.2096
40	"M"	"respiratory"	0.0255
40	"M"	"Digestive"	0.0549
40	"M"	"Musculoskeletal Disorders"	0.0033
40	"M"	"Genitourinary"	0.0105
40	"M"	"perinatal period"	0.0001
40	"M"	"Congenital malformations"	0.0055
40	"M"	"morbidity"	0.4091
41	"F"	"Infection"	0.0492
41	"F"	"Neoplasms"	0.2712
41	"F"	"Diseases of the blood and blood-forming organs"	0.0084
41	"F"	"Endocrine"	0.0448
41	"F"	"Mental and behavioural disorders"	0.0158
41	"F"	"Nervous Disorders"	0.0287
41	"F"	"circulatory"	0.1737
41	"F"	"respiratory"	0.0411
41	"F"	"Digestive"	0.0578
41	"F"	"Musculoskeletal Disorders"	0.0118
41	"F"	"Genitourinary"	0.0144
41	"F"	"perinatal period"	0.0001
41	"F"	"Congenital malformations"	0.0064
41	"F"	"morbidity"	0.2479
41	"M"	"Infection"	0.0568
41	"M"	"Neoplasms"	0.1229
41	"M"	"Diseases of the blood and blood-forming organs"	0.0056
41	"M"	"Endocrine"	0.0414
41	"M"	"Mental and behavioural disorders"	0.0228
41	"M"	"Nervous Disorders"	0.0221
41	"M"	"circulatory"	0.216
41	"M"	"respiratory"	0.0265
41	"M"	"Digestive"	0.0585
41	"M"	"Musculoskeletal Disorders"	0.0035
41	"M"	"Genitourinary"	0.0098
41	"M"	"perinatal period"	0.0001
41	"M"	"Congenital malformations"	0.0047
41	"M"	"morbidity"	0.3888
42	"F"	"Infection"	0.0525
42	"F"	"Neoplasms"	0.2714
42	"F"	"Diseases of the blood and blood-forming organs"	0.0084
42	"F"	"Endocrine"	0.0465
42	"F"	"Mental and behavioural disorders"	0.0178
42	"F"	"Nervous Disorders"	0.0285
42	"F"	"circulatory"	0.1775
42	"F"	"respiratory"	0.0436
42	"F"	"Digestive"	0.0595
42	"F"	"Musculoskeletal Disorders"	0.0106
42	"F"	"Genitourinary"	0.0143
42	"F"	"perinatal period"	0
42	"F"	"Congenital malformations"	0.0066
42	"F"	"morbidity"	0.2385
42	"M"	"Infection"	0.0589
42	"M"	"Neoplasms"	0.1298
42	"M"	"Diseases of the blood and blood-forming organs"	0.0055
42	"M"	"Endocrine"	0.0422
42	"M"	"Mental and behavioural disorders"	0.0238
42	"M"	"Nervous Disorders"	0.0222
42	"M"	"circulatory"	0.2254
42	"M"	"respiratory"	0.0267
42	"M"	"Digestive"	0.0636
42	"M"	"Musculoskeletal Disorders"	0.0038
42	"M"	"Genitourinary"	0.0112
42	"M"	"perinatal period"	0.0001
42	"M"	"Congenital malformations"	0.005
42	"M"	"morbidity"	0.3615
43	"F"	"Infection"	0.0491
43	"F"	"Neoplasms"	0.2853
43	"F"	"Diseases of the blood and blood-forming organs"	0.0083
43	"F"	"Endocrine"	0.0444
43	"F"	"Mental and behavioural disorders"	0.0157
43	"F"	"Nervous Disorders"	0.0288
43	"F"	"circulatory"	0.1789
43	"F"	"respiratory"	0.0435
43	"F"	"Digestive"	0.0629
43	"F"	"Musculoskeletal Disorders"	0.0117
43	"F"	"Genitourinary"	0.0154
43	"F"	"perinatal period"	0.0001
43	"F"	"Congenital malformations"	0.0057
43	"F"	"morbidity"	0.2262
43	"M"	"Infection"	0.0611
43	"M"	"Neoplasms"	0.1411
43	"M"	"Diseases of the blood and blood-forming organs"	0.0051
43	"M"	"Endocrine"	0.0429
43	"M"	"Mental and behavioural disorders"	0.0245
43	"M"	"Nervous Disorders"	0.0219
43	"M"	"circulatory"	0.2336
43	"M"	"respiratory"	0.029
43	"M"	"Digestive"	0.0684
43	"M"	"Musculoskeletal Disorders"	0.0035
43	"M"	"Genitourinary"	0.0116
43	"M"	"perinatal period"	0.0001
43	"M"	"Congenital malformations"	0.0044
43	"M"	"morbidity"	0.3341
44	"F"	"Infection"	0.0482
44	"F"	"Neoplasms"	0.2928
44	"F"	"Diseases of the blood and blood-forming organs"	0.0084
44	"F"	"Endocrine"	0.0437
44	"F"	"Mental and behavioural disorders"	0.0168
44	"F"	"Nervous Disorders"	0.0285
44	"F"	"circulatory"	0.1861
44	"F"	"respiratory"	0.0436
44	"F"	"Digestive"	0.0646
44	"F"	"Musculoskeletal Disorders"	0.01
44	"F"	"Genitourinary"	0.0154
44	"F"	"perinatal period"	0.0001
44	"F"	"Congenital malformations"	0.0058
44	"F"	"morbidity"	0.2146
44	"M"	"Infection"	0.0592
44	"M"	"Neoplasms"	0.1491
44	"M"	"Diseases of the blood and blood-forming organs"	0.0046
44	"M"	"Endocrine"	0.044
44	"M"	"Mental and behavioural disorders"	0.0247
44	"M"	"Nervous Disorders"	0.0211
44	"M"	"circulatory"	0.2435
44	"M"	"respiratory"	0.0301
44	"M"	"Digestive"	0.0706
44	"M"	"Musculoskeletal Disorders"	0.0039
44	"M"	"Genitourinary"	0.0122
44	"M"	"perinatal period"	0
44	"M"	"Congenital malformations"	0.0041
44	"M"	"morbidity"	0.3141
45	"F"	"Infection"	0.0479
45	"F"	"Neoplasms"	0.3056
45	"F"	"Diseases of the blood and blood-forming organs"	0.0074
45	"F"	"Endocrine"	0.0447
45	"F"	"Mental and behavioural disorders"	0.0166
45	"F"	"Nervous Disorders"	0.0281
45	"F"	"circulatory"	0.1882
45	"F"	"respiratory"	0.0475
45	"F"	"Digestive"	0.0654
45	"F"	"Musculoskeletal Disorders"	0.0106
45	"F"	"Genitourinary"	0.0149
45	"F"	"perinatal period"	0
45	"F"	"Congenital malformations"	0.0058
45	"F"	"morbidity"	0.1969
45	"M"	"Infection"	0.0576
45	"M"	"Neoplasms"	0.1611
45	"M"	"Diseases of the blood and blood-forming organs"	0.0045
45	"M"	"Endocrine"	0.0434
45	"M"	"Mental and behavioural disorders"	0.0233
45	"M"	"Nervous Disorders"	0.022
45	"M"	"circulatory"	0.2533
45	"M"	"respiratory"	0.0307
45	"M"	"Digestive"	0.072
45	"M"	"Musculoskeletal Disorders"	0.0032
45	"M"	"Genitourinary"	0.0116
45	"M"	"perinatal period"	0.0001
45	"M"	"Congenital malformations"	0.0044
45	"M"	"morbidity"	0.2946
46	"F"	"Infection"	0.0451
46	"F"	"Neoplasms"	0.3118
46	"F"	"Diseases of the blood and blood-forming organs"	0.0076
46	"F"	"Endocrine"	0.043
46	"F"	"Mental and behavioural disorders"	0.0158
46	"F"	"Nervous Disorders"	0.0286
46	"F"	"circulatory"	0.1947
46	"F"	"respiratory"	0.049
46	"F"	"Digestive"	0.066
46	"F"	"Musculoskeletal Disorders"	0.0107
46	"F"	"Genitourinary"	0.0157
46	"F"	"perinatal period"	0
46	"F"	"Congenital malformations"	0.005
46	"F"	"morbidity"	0.1879
46	"M"	"Infection"	0.058
46	"M"	"Neoplasms"	0.1713
46	"M"	"Diseases of the blood and blood-forming organs"	0.0045
46	"M"	"Endocrine"	0.0427
46	"M"	"Mental and behavioural disorders"	0.023
46	"M"	"Nervous Disorders"	0.0213
46	"M"	"circulatory"	0.2599
46	"M"	"respiratory"	0.033
46	"M"	"Digestive"	0.075
46	"M"	"Musculoskeletal Disorders"	0.0034
46	"M"	"Genitourinary"	0.0121
46	"M"	"perinatal period"	0
46	"M"	"Congenital malformations"	0.0039
46	"M"	"morbidity"	0.2745
47	"F"	"Infection"	0.0456
47	"F"	"Neoplasms"	0.3235
47	"F"	"Diseases of the blood and blood-forming organs"	0.007
47	"F"	"Endocrine"	0.0444
47	"F"	"Mental and behavioural disorders"	0.0167
47	"F"	"Nervous Disorders"	0.0277
47	"F"	"circulatory"	0.1942
47	"F"	"respiratory"	0.0497
47	"F"	"Digestive"	0.0683
47	"F"	"Musculoskeletal Disorders"	0.0102
47	"F"	"Genitourinary"	0.0155
47	"F"	"perinatal period"	0.0001
47	"F"	"Congenital malformations"	0.0049
47	"F"	"morbidity"	0.1739
47	"M"	"Infection"	0.0571
47	"M"	"Neoplasms"	0.184
47	"M"	"Diseases of the blood and blood-forming organs"	0.0045
47	"M"	"Endocrine"	0.046
47	"M"	"Mental and behavioural disorders"	0.0218
47	"M"	"Nervous Disorders"	0.0212
47	"M"	"circulatory"	0.2661
47	"M"	"respiratory"	0.0316
47	"M"	"Digestive"	0.0777
47	"M"	"Musculoskeletal Disorders"	0.0037
47	"M"	"Genitourinary"	0.0117
47	"M"	"perinatal period"	0
47	"M"	"Congenital malformations"	0.0037
47	"M"	"morbidity"	0.2542
48	"F"	"Infection"	0.0449
48	"F"	"Neoplasms"	0.3313
48	"F"	"Diseases of the blood and blood-forming organs"	0.007
48	"F"	"Endocrine"	0.0449
48	"F"	"Mental and behavioural disorders"	0.0148
48	"F"	"Nervous Disorders"	0.0272
48	"F"	"circulatory"	0.2013
48	"F"	"respiratory"	0.0523
48	"F"	"Digestive"	0.0657
48	"F"	"Musculoskeletal Disorders"	0.0101
48	"F"	"Genitourinary"	0.0166
48	"F"	"perinatal period"	0
48	"F"	"Congenital malformations"	0.0048
48	"F"	"morbidity"	0.1602
48	"M"	"Infection"	0.0559
48	"M"	"Neoplasms"	0.1945
48	"M"	"Diseases of the blood and blood-forming organs"	0.0049
48	"M"	"Endocrine"	0.0455
48	"M"	"Mental and behavioural disorders"	0.0237
48	"M"	"Nervous Disorders"	0.0212
48	"M"	"circulatory"	0.2687
48	"M"	"respiratory"	0.0357
48	"M"	"Digestive"	0.0789
48	"M"	"Musculoskeletal Disorders"	0.0039
48	"M"	"Genitourinary"	0.0127
48	"M"	"perinatal period"	0
48	"M"	"Congenital malformations"	0.0036
48	"M"	"morbidity"	0.2348
49	"F"	"Infection"	0.0423
49	"F"	"Neoplasms"	0.3458
49	"F"	"Diseases of the blood and blood-forming organs"	0.0067
49	"F"	"Endocrine"	0.0453
49	"F"	"Mental and behavioural disorders"	0.0151
49	"F"	"Nervous Disorders"	0.0274
49	"F"	"circulatory"	0.1994
49	"F"	"respiratory"	0.0551
49	"F"	"Digestive"	0.0655
49	"F"	"Musculoskeletal Disorders"	0.0088
49	"F"	"Genitourinary"	0.0158
49	"F"	"perinatal period"	0
49	"F"	"Congenital malformations"	0.005
49	"F"	"morbidity"	0.1507
49	"M"	"Infection"	0.0536
49	"M"	"Neoplasms"	0.21
49	"M"	"Diseases of the blood and blood-forming organs"	0.0038
49	"M"	"Endocrine"	0.0451
49	"M"	"Mental and behavioural disorders"	0.0221
49	"M"	"Nervous Disorders"	0.0215
49	"M"	"circulatory"	0.2768
49	"M"	"respiratory"	0.0367
49	"M"	"Digestive"	0.0795
49	"M"	"Musculoskeletal Disorders"	0.0036
49	"M"	"Genitourinary"	0.0127
49	"M"	"perinatal period"	0
49	"M"	"Congenital malformations"	0.0034
49	"M"	"morbidity"	0.216
50	"F"	"Infection"	0.0437
50	"F"	"Neoplasms"	0.3522
50	"F"	"Diseases of the blood and blood-forming organs"	0.007
50	"F"	"Endocrine"	0.0461
50	"F"	"Mental and behavioural disorders"	0.014
50	"F"	"Nervous Disorders"	0.0285
50	"F"	"circulatory"	0.2024
50	"F"	"respiratory"	0.0591
50	"F"	"Digestive"	0.0668
50	"F"	"Musculoskeletal Disorders"	0.0091
50	"F"	"Genitourinary"	0.0163
50	"F"	"perinatal period"	0
50	"F"	"Congenital malformations"	0.0047
50	"F"	"morbidity"	0.134
50	"M"	"Infection"	0.0537
50	"M"	"Neoplasms"	0.2206
50	"M"	"Diseases of the blood and blood-forming organs"	0.0044
50	"M"	"Endocrine"	0.0448
50	"M"	"Mental and behavioural disorders"	0.0224
